Elead ID,Source Type,Lead Provider,SubSource,Sale Date,Stock#,Vin#
8607683,Showroom Up,Referral,,6/21/18,16165,WP0AA2A78FL001560
8801593,Internet Up,CarGurus,CarGurus,6/21/18,16022A,WVWML7AN2AE505666
8755235,Phone Up,Google,,6/20/18,16135A,1G1YU3D68G5601699
8807708,Showroom Up,other,,6/20/18,16132,4JGDF6EE2JB003877
8918889,Showroom Up,other,,6/20/18,16116,WBA3B5G59FNS13771
8325704,Internet Up,Autotrader.com,,6/19/18,15851,5UXKU6C51G0R33776
8329996,Phone Up,Website,,6/19/18,16129,WDDUX7GB8GA164118
8800262,Showroom Up,other,,6/19/18,16012,WP0AA2A71GL002583
9335686,Showroom Up,other,,6/19/18,16108,WDDXJ7JB7GA011785
8626035,Showroom Up,Google,,6/18/18,16082C,SCCPC11187HM32011
8800259,Showroom Up,other,,6/18/18,16120A,WBA3C3C53FK201270
8608988,Showroom Up,other,,6/16/18,15997A,1C4PJMFK0CW212006
8608989,Showroom Up,other,,6/16/18,16100A,WP1AF2A21DLA28469
7093461,Showroom Up,Drive-by,,6/15/18,16002,WP0BB2A9XGS136193
8800261,Showroom Up,other,,6/14/18,16140,WBSLZ9C57FD651330
8232798,Phone Up,Referral,,6/13/18,16022,WBY2Z2C59EVX64715
7768728,Phone Up,Drive-by,,6/12/18,16141,SAJWA4DC6FMB54754
8278127,Phone Up,Google,,6/11/18,16167,WP0AA2A79FL006332
8328075,Showroom Up,Drive-by,,6/11/18,16134,WDDNG7DB4CA470137
8328295,Showroom Up,Google,,6/11/18,16153,WP0CB29927S776813
8301343,Phone Up,Google,,6/9/18,16110A,2GKALPEK2G6339699
8307993,Phone Up,Referral,,6/9/18,16103,WDDLJ9BB3EA131850
8327362,Showroom Up,other,,6/9/18,16127,WDDUG8FB9FA162500
8327363,Showroom Up,other,,6/9/18,15762,WDDLJ7GB7EA109136
7120565,Showroom Up,Website,,6/8/18,16146,WP0AA2A77FL005129
8239450,Showroom Up,Google,,6/7/18,16139,WBSLZ9C56EDZ78512
8299701,Showroom Up,other,,6/7/18,15978B,5N3ZA0NE9AN907412
8299702,Showroom Up,Google,,6/7/18,16147,WP0AB2A78FL050397
7768518,Phone Up,Google,,6/6/18,16086,WP1AA2A23ELA06568
7773139,Phone Up,Google,,6/4/18,16154,WBY2Z2C5XFV392058
7800190,Showroom Up,Drive-by,,6/4/18,16556A,WDDNG71X28A202629
8299703,Internet Up,CarGurus,,6/4/18,16144,WBS3U9C59FJ968512
7767944,Showroom Up,Website,,6/2/18,15973,SALGR2PF8GA289975
7770477,Phone Up,Google,,6/2/18,15539A,WBAKG1C5XBE362616
7770478,Showroom Up,other,,6/2/18,16163,55SWF4JB0HU193536
7434837,Internet Up,CarGurus,,6/1/18,16110,SALGS2KF0GA250972
7770476,Showroom Up,other,,6/1/18,15847,JN1AR54FX9M250781
7518396,Showroom Up,other,,5/31/18,16160,WP1AC2A28FLA82122
7604561,Internet Up,Autotrader.com,,5/31/18,16093,WBA3R1C5XFK194174
7478840,Showroom Up,Google,,5/30/18,15978A,SALMF1E42CA360699
7500771,Campaign,Special Finance,,5/30/18,16162,WDDWF4JB7HR255838
7503288,Showroom Up,other,,5/30/18,16102,WP0AF2A74FL081103
7503290,Showroom Up,other,,5/30/18,16162,WDDWF4JB7HR255838
7098719,Internet Up,Other,,5/29/18,16011,55SWF4JBXHU226896
7431525,Internet Up,CarGurus,,5/29/18,15976B,SCBDR33W57C043110
7478593,Showroom Up,other,,5/29/18,15776A,SCBDR33W47C046838
7503289,Showroom Up,other,,5/29/18,16131,WBA3T1C5XFP820584
7212726,Internet Up,Other,,5/26/18,16026,WBS1H9C34HV887956
7478590,Showroom Up,other,,5/26/18,15855A,1N4AA5AP1AC837369
7503287,Showroom Up,other,,5/26/18,16007A,WDDHF5KB0EA997182
7518395,Showroom Up,other,,5/26/18,16138,WBSFV9C54FD594416
7518394,Showroom Up,other,,5/25/18,16037,WDDJK7EA2GF040957
7332384,Showroom Up,other,,5/23/18,16115,WBA4C9C50FD330806
7478591,Showroom Up,other,,5/23/18,15682,WP1AC2A25FLA82207
7478594,Showroom Up,other,,5/23/18,16005,WBA4R7C56HK679504
7094074,Internet Up,Other,,5/22/18,16135,WBY2Z2C51FV392272
7216739,Showroom Up,other,,5/22/18,15539,WP1AF2A55FLB90280
7423863,Showroom Up,other,,5/22/18,15739B,JTKJF5C72E3088539
7423864,Showroom Up,other,,5/22/18,16133,ZAM45MLAXC0060902
7157215,Showroom Up,other,,5/21/18,16009B,WDBPJ75J75A042297
7157216,Showroom Up,other,,5/21/18,15969,WP1AF2A27ELA37078
7157217,Showroom Up,other,,5/21/18,15980,WDDUG6DB1FA144502
7216738,Showroom Up,other,,5/21/18,16117,WBA3B3C54FF546044
7423866,Showroom Up,other,,5/21/18,16041A,1J8HH58N66C340732
7094334,Showroom Up,other,,5/19/18,15820,WP0CA29984S652544
7094996,Showroom Up,other,,5/19/18,15976A,SCBFR7ZA1CC077308
7157210,Showroom Up,other,,5/19/18,16112A,JTHBL46F585084333
7157211,Showroom Up,other,,5/19/18,16085,SCBGH3ZA9EC040669
7157212,Showroom Up,other,,5/19/18,15970A,JTMWFREV1FJ041726
7157214,Showroom Up,other,,5/19/18,15841,WBALW3C55EC892804
7431284,Showroom Up,other,,5/19/18,15967B,WBS3R9C55GK335602
7478592,Showroom Up,other,,5/19/18,16047A,5TDYY5G1XGS066361
7157209,Showroom Up,other,,5/18/18,16100,WP1AF2A29GLA40583
7216740,Showroom Up,other,,5/17/18,16106,WBSFV9C5XGG343206
7157204,Showroom Up,other,,5/16/18,15967A,SAJWA6DAXFMK15935
7157205,Showroom Up,other,,5/16/18,16114,5UXKT0C53G0S76026
7157207,Showroom Up,other,,5/16/18,16024A,4JGBF8GE3AA615382
7157202,Showroom Up,other,,5/15/18,15725,WP0CA2998VS342136
7157197,Showroom Up,other,,5/12/18,15982A,2T2ZK1BA1AC038224
7157198,Showroom Up,other,,5/12/18,15902A,1C4AJWAG3CL253610
7157199,Showroom Up,other,,5/12/18,15939A,WAURVAFD0CN016065
7157200,Showroom Up,other,,5/12/18,16072A,WBAVB33506PS18736
7157196,Showroom Up,other,,5/11/18,15993,SCBDR33W68C055977
7157203,Showroom Up,other,,5/11/18,16092,WAUHGAFC2GN067067
7157193,Showroom Up,other,,5/10/18,15913A,1NXBU4EE2AZ208010
7157194,Showroom Up,other,,5/10/18,16041,SAJBF4BV5GCY15943
7095685,Showroom Up,other,,5/9/18,16118,5UXWX9C58F0D57177
7157191,Showroom Up,other,,5/9/18,15899A,JN1CV6FE4DM772913
7157213,Showroom Up,other,,5/9/18,15977,5YMKW8C57H0R44040
7157187,Showroom Up,other,,5/8/18,15997,WBA3T7C59FPW79509
7157206,Showroom Up,other,,5/8/18,16091A,5LTPW18526FJ25040
7157177,Showroom Up,other,,5/7/18,15855,55SWF4KB6HU197749
7157178,Showroom Up,other,,5/7/18,16004,4JGDA5HB3HA914052
7157185,Showroom Up,other,,5/7/18,16112,WDDUG8CB1FA160888
7103008,Showroom Up,other,,5/5/18,15939,WDDUG7JB6FA074246
7103010,Showroom Up,other,,5/5/18,15891A,SAJWA0HB9CLS40469
7157176,Showroom Up,other,,5/5/18,16084,WBA8B9G59HNU09631
7157179,Showroom Up,other,,5/5/18,16072,WBA3A9G52FNS66578
7157183,Showroom Up,other,,5/5/18,16009A,WDDNG9EBXCA445561
7157186,Showroom Up,other,,5/5/18,15739A,WDDKK5KF9EF232009
7157189,Showroom Up,other,,5/5/18,16094,5UXWX7C53G0K35880
7157190,Showroom Up,other,,5/4/18,16096,4JGDF7FE0HA897267
7100652,Showroom Up,other,,5/3/18,15967,ZFF65TJAXE0198972
7103005,Showroom Up,other,,5/3/18,15817,WBAXA5C56FD691288
7157192,Showroom Up,other,,5/3/18,15958B,WDDKJ5KB7EF249200
7096733,Showroom Up,other,,5/2/18,15758,WDDLJ7GB0EA104828
7103004,Showroom Up,other,,5/2/18,16046,WDDUG8CB4HA288383
7103006,Showroom Up,other,,5/2/18,16074,5YJXCBE25HF079111
7157184,Showroom Up,other,,5/2/18,16043,4JGDF7DE3HA749925
7103007,Showroom Up,other,,5/1/18,16075A,JTHBE1BL5FA010824
7103009,Showroom Up,other,,5/1/18,15974,WP0AC2A92ES183143
7103001,Showroom Up,other,,4/30/18,15957,WP0AA2A77FL007057
7094597,Showroom Up,other,,4/28/18,16017,WP0AB2A98ES122415
7099081,Showroom Up,other,,4/28/18,16067,WDDZF4JB2HA242121
7102998,Showroom Up,other,,4/28/18,16090,ZAM56PPA8E1086232
7102999,Showroom Up,other,,4/28/18,16027,WDDUG8FB3FA126947
7103000,Showroom Up,other,,4/28/18,15891,WBAYE8C51FD781233
7102994,Showroom Up,other,,4/27/18,15859A,WBAFR7C59CC810307
7102995,Showroom Up,other,,4/27/18,15990,5UXKR0C51G0P22964
7103002,Showroom Up,other,,4/27/18,15922,5FNYF6H08HB067824
7102988,Showroom Up,other,,4/26/18,16091,1GKS2CKJ1JR103651
7102990,Showroom Up,other,,4/26/18,16009,WDDUG8CB9GA241719
7102997,Showroom Up,other,,4/26/18,16007A,WDDHF5KB0EA997182
7102984,Showroom Up,other,,4/25/18,16087,WP0AD29969S766564
7102986,Showroom Up,other,,4/25/18,15902,WP0CA2A88GS120752
7102982,Showroom Up,other,,4/24/18,15999,WP1AD2A24ELA73736
7102989,Showroom Up,other,,4/24/18,16060,ZAM57XSA9H1211702
7099622,Showroom Up,other,,4/23/18,15976,SCBGH3ZA3FC044931
7102980,Showroom Up,other,,4/23/18,15992,WDDSJ5CB8EN134402
7102981,Showroom Up,other,,4/23/18,16034,WDDKJ6HB3GF331330
7102978,Showroom Up,other,,4/21/18,16035,WDDUG8FB4FA147483
7102992,Showroom Up,other,,4/21/18,16068,WBA3X5C58FD562157
7102985,Showroom Up,other,,4/20/18,16028,WDDKJ6HB5GF316716
7102993,Showroom Up,other,,4/20/18,15881,4JGDF6EE0FA490297
7102954,Showroom Up,other,,4/19/18,16031,SALWR2VF6FA507859
7102976,Showroom Up,other,,4/19/18,16039,WDDUG8FB1GA211304
7102987,Showroom Up,other,,4/19/18,15866A,5XYKU4A74EG472560
7157201,Showroom Up,other,,4/19/18,15824,WBA3T3C54EP737212
7102971,Showroom Up,other,,4/18/18,15913,WDDKJ8JB3EF283671
7102973,Showroom Up,other,,4/18/18,15965,JTJHY7AX8J4257382
7102975,Showroom Up,other,,4/18/18,15859,5UXXW5C51F0E88760
7102979,Showroom Up,other,,4/18/18,16023,WP0AB2A94DS122829
7102991,Showroom Up,other,,4/18/18,16029,55SWF4KB4FU069023
7099416,Showroom Up,other,,4/17/18,16075,KMHGN4JB6JU222684
7102977,Showroom Up,other,,4/17/18,16078,5YJXCAE46GF003696
7102963,Showroom Up,other,,4/16/18,16036,WDDKJ6HB7GF330262
7102969,Showroom Up,other,,4/16/18,15996,5UXXW5C58F0E88531
7102974,Showroom Up,other,,4/16/18,15846,SALVP2BG5HH205116
7102958,Showroom Up,other,,4/14/18,15901,WDDKK5KF7EF245289
7102959,Showroom Up,other,,4/14/18,16007,4JGDA5JB3HA974231
7102960,Showroom Up,other,,4/14/18,15972,WP0CB2A81HS241461
7102961,Showroom Up,other,,4/14/18,16066,4JGDA5HB7HA965490
7102970,Showroom Up,other,,4/14/18,15982,WBAKN9C5XFD961323
7102972,Showroom Up,other,,4/14/18,15878,WDDUG8FB1FA097660
7098329,Showroom Up,other,,4/13/18,16033,SALVP2BG6FH024071
7102957,Showroom Up,other,,4/13/18,16073,WBS3U9C57FP967775
7102966,Showroom Up,other,,4/13/18,16062,WP0AF2A76GL081055
7102964,Showroom Up,other,,4/12/18,16024,5YJXCBE45GF000519
7102965,Showroom Up,other,,4/12/18,16044,5YJSA1H12EFP57533
7102955,Showroom Up,other,,4/11/18,15903A,5UMBT93576LY52795
7102956,Showroom Up,other,,4/11/18,15905,WBAYE8C59ED136019
7102962,Showroom Up,other,,4/11/18,15919,WBAYB6C54FD965790
7102949,Showroom Up,other,,4/7/18,15899,WDDKK7DF6FF302804
7102950,Showroom Up,other,,4/7/18,15970,WBA4A5C52FG051998
7102951,Showroom Up,other,,4/7/18,15903B,JN1CV6AP7CM936078
7102952,Showroom Up,other,,4/7/18,16059,WBS6E9C51GG393766
7102896,Showroom Up,other,,4/6/18,16047,WBSFV9C51ED593724
7102946,Showroom Up,other,,4/6/18,15869A,WAURVAFDXBN017349
7102953,Showroom Up,other,,4/6/18,16001,WP1AD2A26GLA75622
7102967,Showroom Up,other,,4/6/18,16065,WP0CA2A95GS141177
7102944,Showroom Up,other,,4/5/18,16025,4JGDF7DE4FA514849
7102945,Showroom Up,other,,4/5/18,15730B,WP0AA29879U760258
7100442,Showroom Up,other,,4/4/18,16015A,ZAM57RTA2E1079727
7102943,Showroom Up,other,,4/4/18,16042,WUAC6AFR9EA901993
7102947,Showroom Up,other,,4/3/18,15979,WBS1J5C58JVD36209
7096281,Showroom Up,other,,4/2/18,16018,WBA3N3C57FK234783
7102941,Showroom Up,other,,4/2/18,16013A,JNKCV64E68M119116
7102933,Showroom Up,other,,3/30/18,15849C,1C3CCBCG2EN186230
7102937,Showroom Up,other,,3/30/18,15791,WP0CA2A84FS121055
7102942,Showroom Up,other,,3/30/18,15408,WBA1J7C51EVW84680
7102948,Showroom Up,other,,3/30/18,15776,SCA664S53BUX49449
7102932,Showroom Up,other,,3/29/18,15952,55SWF4JBXHU222038
7102934,Showroom Up,other,,3/29/18,15924,1G1YJ2D74F5102554
7102938,Showroom Up,other,,3/28/18,15991,WP0AB2A79GL050832
7102940,Showroom Up,other,,3/28/18,16000,WP0AA2A71GL005208
7099186,Showroom Up,other,,3/27/18,15978,SALGS2FE9HA326112
7102935,Showroom Up,other,,3/27/18,15975,5YMKW8C59H0R44086
7102927,Showroom Up,other,,3/26/18,15930,WBAYE8C56FD782216
7102928,Showroom Up,other,,3/26/18,16014,WP0AB2A82EK191088
7102929,Showroom Up,other,,3/26/18,15903,WP1AA2A21ELA91037
7102923,Showroom Up,other,,3/22/18,15985,WBA3C1C50EK116017
7102924,Showroom Up,other,,3/22/18,15947,WP0CB2A86DS132455
7102926,Showroom Up,other,,3/20/18,15761A,WP0AA2A95DS106979
7094744,Showroom Up,other,,3/19/18,15844,5UXKR0C57F0K55502
7102919,Showroom Up,other,,3/19/18,16008,WBA3A5G5XFNS85680
7102921,Showroom Up,other,,3/19/18,15730A,WUAW2AFC5EN901793
7102916,Showroom Up,other,,3/17/18,16006,WBSFV9C58FD594600
7102917,Showroom Up,other,,3/17/18,16013,WP1AB2A29FLA56356
7102920,Showroom Up,other,,3/17/18,15923,WBA7F2C57GG419512
7102915,Showroom Up,other,,3/16/18,15943,WDDKK6FF4FF297254
7102918,Showroom Up,other,,3/16/18,15807A,WBA3V5C58EP751264
7102914,Showroom Up,other,,3/15/18,15850,ZAM45VLA2G0163369
7102922,Showroom Up,other,,3/15/18,15962,WBS6C9C54FD467543
7102939,Showroom Up,other,,3/14/18,15884,WUAW2BFCXGN900499
7102913,Showroom Up,other,,3/13/18,15958A,WDDNG9EB7CA469056
7102905,Showroom Up,other,,3/12/18,15866,YV4102KM4G1066262
7102911,Showroom Up,other,,3/12/18,16016,SCA664S56BUX50210
7102912,Showroom Up,other,,3/12/18,15986C,WBSLZ9C54EDZ78699
7102931,Showroom Up,other,,3/12/18,15886,WBA4F7C31HG787832
7102903,Showroom Up,other,,3/10/18,15920,WP0AA2A8XFK160434
7102904,Showroom Up,other,,3/10/18,15937A,2HNYD18626H508622
7102906,Showroom Up,other,,3/10/18,15889A,ZFF77XJA4G0212910
7102907,Showroom Up,other,,3/10/18,15928,WBA3X5C56ED557327
7102908,Showroom Up,other,,3/9/18,15945,WDCTG4GBXFJ073204
7102902,Showroom Up,other,,3/8/18,15937,5UXWX9C3XH0T20856
7102909,Showroom Up,other,,3/7/18,15950,WAUG4AFR6GA012976
7102897,Showroom Up,other,,3/6/18,15936A,1FAHP60A05Y106571
7102898,Showroom Up,other,,3/6/18,15994,WP0AB2A77DL061095
7102901,Showroom Up,other,,3/6/18,15614A,WP0AB2A97CS720797
7102889,Showroom Up,other,,3/5/18,15864,WUAKBAFX5H7901495
7102893,Showroom Up,other,,3/5/18,15933,WBA3T3C56FP939857
7102894,Showroom Up,other,,3/5/18,15828A,WBA4A9C54GGL89119
7102899,Showroom Up,other,,3/5/18,15842,WBAVL1C56FVY25303
7102885,Showroom Up,other,,3/3/18,15792,WP0BB2A70EL064152
7102886,Showroom Up,other,,3/3/18,15730,WDDEJ7KB4BA026548
7102887,Showroom Up,other,,3/3/18,15925A,JN1AZ4EH5FM443328
7102890,Showroom Up,other,,3/3/18,15915,WDCGG8JB1FG363409
7102910,Showroom Up,other,,3/3/18,15987C,WBAFU9C53DDY72226
7102883,Showroom Up,other,,3/2/18,15867E,5YMGY0C58D0C11932
7102895,Showroom Up,other,,3/2/18,15826A,JN1CV6EK5CM422373
7102900,Showroom Up,other,,3/2/18,15942,WBA8B9C53HK884490
7102888,Showroom Up,other,,3/1/18,15807,WBA4Z1C56JEA31343
7102875,Showroom Up,other,,2/28/18,15960,WBA5A5C57GG349419
7102882,Showroom Up,other,,2/28/18,15968,WDDJK7DA4DF013854
7102884,Showroom Up,other,,2/28/18,15963,WBY2Z2C53GV675886
7102891,Showroom Up,other,,2/28/18,15793,WP1AE2A23FLA52357
7102892,Showroom Up,other,,2/28/18,15857,WDDKK5KF9EF245973
7102873,Showroom Up,other,,2/27/18,15956A,1FA6P8CF0F5324684
7102874,Showroom Up,other,,2/27/18,15961,WBA3A9G51ENS65565
7102870,Showroom Up,other,,2/26/18,15958,WP0BB2A7XEL062067
7102871,Showroom Up,other,,2/26/18,15763,WDDUG8FB6FA107244
7102876,Showroom Up,other,,2/26/18,15935,5YMKW8C5XH0U71721
7102878,Showroom Up,other,,2/26/18,15872A,WDC0G4JB6GF057016
7102879,Showroom Up,other,,2/26/18,15932,SCFPMCGU3FGK02071
7102880,Showroom Up,other,,2/26/18,15909A,WP0AA2A93ES106819
7102881,Showroom Up,other,,2/26/18,15789B,3D7HA16H94G204693
7102865,Showroom Up,other,,2/24/18,15934,JN8AZ2NF1G9613564
7102867,Showroom Up,other,,2/24/18,15964,JTHBK1GG9E2086690
7102868,Showroom Up,other,,2/24/18,15827,WDDKJ7DB8FF298139
7102552,Showroom Up,other,,2/23/18,15966,5YJSA1DP7DFP15769
7102861,Showroom Up,other,,2/23/18,15951,WP0AB2A98CS720422
7102863,Showroom Up,other,,2/23/18,15723,SCBBR93W58C054426
7102864,Showroom Up,other,,2/23/18,15894,WDDZF4JB4HA168748
7102858,Showroom Up,other,,2/21/18,15959,WBAVM5C57FVV94920
7102872,Showroom Up,other,,2/21/18,15794,WP1AE2A26FLA50442
7094542,Showroom Up,other,,2/20/18,15948,WDDUG8FB0FA193974
7102859,Showroom Up,other,,2/20/18,15900,WBA5B1C52FD918604
7102857,Showroom Up,other,,2/19/18,15925,1G1YU2D67G5601364
7102860,Showroom Up,other,,2/19/18,15941,1G1YF2D73F5115152
7102855,Showroom Up,other,,2/17/18,15897,4JGDF7FE0HA794401
7102856,Showroom Up,other,,2/17/18,15828,WP0AA2A71FL005529
7102853,Showroom Up,other,,2/15/18,15956,WP0AB2A78EL055856
7102849,Showroom Up,other,,2/14/18,15883,WBA5B3C53FD542765
7102851,Showroom Up,other,,2/14/18,15940,WDDJK7DA6FF030027
7102844,Showroom Up,other,,2/13/18,15938,WDCTG4GB6FJ032973
7102846,Showroom Up,other,,2/13/18,15823A,SCBCR63W65C029453
7102847,Showroom Up,other,,2/13/18,15615A,1ZVHT82H285138176
7102848,Showroom Up,other,,2/13/18,15874,WBSLX9C51ED160434
7102852,Showroom Up,other,,2/12/18,15651,WDDXJ8FB4FA006024
7102841,Showroom Up,other,,2/10/18,15936,WDDKK5KF6EF226345
7102842,Showroom Up,other,,2/10/18,15916,WDCTG4GB8FJ040816
7102862,Showroom Up,other,,2/10/18,15829,WP1AB2A56FLB59695
7102838,Showroom Up,other,,2/9/18,15736A,WDBSK71F98F136004
7102839,Showroom Up,other,,2/9/18,15918,WBAKN9C55ED682019
7102840,Showroom Up,other,,2/9/18,15882,WBSFV9C59ED593776
7102835,Showroom Up,other,,2/8/18,15836A,5UXZV8C56D0C15159
7102837,Showroom Up,other,,2/8/18,15885A,1C4RJFCMXEC315707
7102850,Showroom Up,other,,2/8/18,15898,ZAM45KMA6A0053333
7102830,Showroom Up,other,,2/7/18,15648,WBALW7C54FD596109
7102831,Showroom Up,other,,2/7/18,15789A,1ZVFT82H775241292
7102833,Showroom Up,other,,2/7/18,15909,ZFF65LJA2B0181174
7102828,Showroom Up,other,,2/6/18,15831A,3GCUKSECXEG414383
7102829,Showroom Up,other,,2/6/18,15711A,WDDKJ5KB2EF288700
7102834,Showroom Up,other,,2/6/18,15861,SCFAD01A78GA09589
7102843,Showroom Up,other,,2/6/18,15860,JTJJM7FX3E5069441
7102827,Showroom Up,other,,2/5/18,15949,SAJWB6BCXG8K32407
7102845,Showroom Up,other,,2/5/18,15910,SCBBR9ZA9DC080324
7102820,Showroom Up,other,,2/3/18,15698,WA1DGAFEXFD008804
7102822,Showroom Up,other,,2/3/18,15912,WDDPK4HA7FF103263
7102825,Showroom Up,other,,2/3/18,15911,WDDHF8JB9FB095788
7102826,Showroom Up,other,,2/3/18,15906,WBA3N7C55GK226528
7102836,Showroom Up,other,,2/3/18,15914,55SWF4JB0HU219424
7102824,Showroom Up,other,,2/2/18,15590A,WDDHF8JB7CA542734
7102819,Showroom Up,other,,2/1/18,15669,SCA665C57EUX84617
7102823,Showroom Up,other,,2/1/18,15608,55SWF4JB0GU156372
7102812,Showroom Up,other,,1/31/18,15907,SAJXA44C079B13531
7102816,Showroom Up,other,,1/31/18,15921,WDDYJ7HA9HA011337
7102817,Showroom Up,other,,1/31/18,15767A,5TDYKRFH0FS089928
7095796,Showroom Up,other,,1/30/18,15888,WBA3C3C53FK201270
7101881,Showroom Up,other,,1/30/18,15867B,ZAM56RPA5H1197157
7102809,Showroom Up,other,,1/30/18,15816,WBA3N5C54EK196553
7102810,Showroom Up,other,,1/30/18,15787C,ZAMCE39A770028234
7102814,Showroom Up,other,,1/29/18,15865,WUAAU34268N003010
7102815,Showroom Up,other,,1/29/18,15926,SCBEC9ZAXEC089467
7102804,Showroom Up,other,,1/28/18,15826,WBA3N9C51FK247581
7093587,Showroom Up,other,,1/27/18,15872,WP1AB2A59FLB74160
7102803,Showroom Up,other,,1/27/18,15831B,WBAFR9C50DDX80606
7102806,Showroom Up,other,,1/27/18,15293A,WDDHF8JB0EA855479
7102808,Showroom Up,other,,1/27/18,15684A,WDBSK70F99F154957
7102813,Showroom Up,other,,1/27/18,15568,SAJWA1CE9GMV99425
7102800,Showroom Up,other,,1/26/18,15863,WDDLJ7GB3EA113135
7102798,Showroom Up,other,,1/25/18,15843,5UXKR0C59F0K54786
7102801,Showroom Up,other,,1/25/18,15704,WDDSJ4EB6EN121445
7102802,Showroom Up,other,,1/25/18,15825A,WBAFR1C58BC743744
7102811,Showroom Up,other,,1/25/18,15830,WP0AD2A96FS160298
7102818,Showroom Up,other,,1/25/18,15797,WP1AE2A25FLA51081
7102797,Showroom Up,other,,1/23/18,15893A,WP0BB2A77EL063726
7102789,Showroom Up,other,,1/22/18,15867A,WBA7F2C52GG415108
7102795,Showroom Up,other,,1/22/18,15908,1C4BJWEG6EL295464
7102799,Showroom Up,other,,1/22/18,15892,WDDKK7DF3HF358413
7102805,Showroom Up,other,,1/22/18,15778A,WP0AD29917S786380
7102760,Showroom Up,other,,1/20/18,15871,5UXKR0C54F0K66182
7102788,Showroom Up,other,,1/20/18,15876,JTEBU5JR7G5283416
7102791,Showroom Up,other,,1/20/18,15904,WDCTG4GB1FJ033366
7102793,Showroom Up,other,,1/20/18,15665A,5YJXCBE29HF049951
7102792,Showroom Up,other,,1/19/18,15760,ZFFEW58AX70154290
7102796,Showroom Up,other,,1/19/18,15875,WBA3V5C57FP752648
7102790,Showroom Up,other,,1/18/18,15885,1B3JZ65Z88V201102
7102794,Showroom Up,other,,1/18/18,15606B,ZAMFE39A370030303
7102784,Showroom Up,other,,1/17/18,15832,1C4BJWFG3CL277368
7102782,Showroom Up,other,,1/16/18,15873,WBXHT3C31H5F76492
7102783,Showroom Up,other,,1/16/18,15684,WDDUG7JB3EA049268
7102787,Showroom Up,other,,1/16/18,15642,WDDJK7EA8FF031257
7102550,Showroom Up,other,,1/15/18,15889,SBM13GAA1HW003033
7102778,Showroom Up,other,,1/15/18,15825,5UXXW3C55G0M90238
7102779,Showroom Up,other,,1/15/18,15715B,5UXKU2C30H0U29339
7102780,Showroom Up,other,,1/15/18,15822A,WBALW7C5XDDX58709
7102781,Showroom Up,other,,1/15/18,15869,WAU43AFD8HN003703
7102774,Showroom Up,other,,1/13/18,15770,1G6DV5EPXD0165424
7102775,Showroom Up,other,,1/13/18,15769,WAUW2AFC6FN021424
7102776,Showroom Up,other,,1/13/18,15786,55SWF4KB0GU160386
7102772,Showroom Up,other,,1/12/18,15803,JTHHE5BC1H5016195
7102773,Showroom Up,other,,1/12/18,15836,5UXZV8C54D0C16178
7102771,Showroom Up,other,,1/11/18,15867,WBS4S9C53GK578849
7099907,Showroom Up,other,,1/10/18,15887,WBAYE8C55FD781901
7102768,Showroom Up,other,,1/10/18,15781B,WDDHF9BB8CA594555
7102769,Showroom Up,other,,1/10/18,15834A,SCBCR63W45C027264
7102770,Showroom Up,other,,1/10/18,15868,5UXKR2C36H0X03967
7102766,Showroom Up,other,,1/8/18,15848A,1N4AL3AP6DN547300
7102762,Showroom Up,other,,1/6/18,15779A,WBA3A5G54CNP16851
7102763,Showroom Up,other,,1/6/18,15713,WDDJK7DA4EF027688
7102764,Showroom Up,other,,1/6/18,15854,WDDKK5KF6EF281376
7102765,Showroom Up,other,,1/6/18,15729A,WP0AA2A98AS706083
7102767,Showroom Up,other,,1/5/18,15833,WP0AD2A79EL044696
7102756,Showroom Up,other,,1/4/18,15810,JN8AZ2NF0H9644192
7102754,Showroom Up,other,,1/3/18,15815,ZAM57RTA6F1135167
7102755,Showroom Up,other,,1/3/18,15623B,1FTFW1CV1AFD07679
7102752,Showroom Up,other,,1/2/18,15781A,WBSFV9C53DD096303
7102753,Showroom Up,other,,1/2/18,15835,4JGDA5HB5FA518055
7102759,Showroom Up,other,,1/2/18,15821,1G1FH1R7XG0142206
7102750,Showroom Up,other,,12/30/17,15779,WP0AA2A72GL004634
7102751,Showroom Up,other,,12/30/17,15755,WBA3T3C58FP738512
7102757,Showroom Up,other,,12/30/17,15839,5UXWX9C51E0D41840
7102761,Showroom Up,other,,12/30/17,15856,WDDKK5KF2EF266731
7100434,Showroom Up,other,,12/29/17,15831,1FTFW1RG0JFA04014
7102748,Showroom Up,other,,12/29/17,15802,4JGDA7EB4DA198238
7102745,Showroom Up,other,,12/28/17,15837,WDDHF8JB8FB115707
7102749,Showroom Up,other,,12/28/17,15653B,1D7RV1CT7BS556176
7102742,Showroom Up,other,,12/27/17,15838,5UXKR6C57F0J73790
7102743,Showroom Up,other,,12/27/17,15814,4JGDA5HB5HA875058
7102746,Showroom Up,other,,12/27/17,15822C,ZAM56PPA6E1080414
7102740,Showroom Up,other,,12/26/17,15782,WBA5B1C50ED484391
7102758,Showroom Up,other,,12/26/17,15690,4JGDF6EEXHA860996
7099367,Showroom Up,other,,12/23/17,15781,WBA5B1C59GG552625
7102738,Showroom Up,other,,12/23/17,15811,JN8AZ2NF3H9644199
7102734,Showroom Up,other,,12/22/17,15805,SALCR2BG5GH623451
7102736,Showroom Up,other,,12/22/17,15789C,1FA6P8JZ4G5520058
